participant,image,sentence_type,condition_key,condition,agent_num,patient_num,patient_animacy,rt,matched_accuracy,matched_by,vf_acc,vn_acc,pn_acc,is_error_form,error_fields,excluded_from_graphs
К17,teach-2-2-r.png,inverse,inverse_2_agents_2_patients_animate_patient,"2 agents, 2 patients, animate patient",2,2,animate,3343.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К17,cover-2-2-r.png,inverse,inverse_2_agents_2_patients_inanimate_patient,"2 agents, 2 patients, inanimate patient",2,2,inanimate,3633.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К17,tie-1-2-l.png,direct,direct_1_agent_2_patients_animate_patient,"1 agent, 2 patients, animate patient",1,2,animate,2128.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К17,scold-1-1-r.png,direct,direct_1_agent_1_patient_animate_patient,"1 agent, 1 patient, animate patient",1,1,animate,5439.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К17,hit-1-2-l.png,direct,direct_1_agent_2_patients_animate_patient,"1 agent, 2 patients, animate patient",1,2,animate,2742.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К17,pick-1-2-l.png,direct,direct_1_agent_2_patients_inanimate_patient,"1 agent, 2 patients, inanimate patient",1,2,inanimate,2545.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К17,tie-2-2-r.png,inverse,inverse_2_agents_2_patients_animate_patient,"2 agents, 2 patients, animate patient",2,2,animate,1876.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К17,water-2-2-r.png,inverse,inverse_2_agents_2_patients_inanimate_patient,"2 agents, 2 patients, inanimate patient",2,2,inanimate,1592.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К20,clean-2-2-r.png,inverse,inverse_2_agents_2_patients_inanimate_patient,"2 agents, 2 patients, inanimate patient",2,2,inanimate,2267.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К20,hit-2-1-l.png,inverse,inverse_2_agents_1_patient_animate_patient,"2 agents, 1 patient, animate patient",2,1,animate,2521.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К20,saw-1-2-l.png,direct,direct_1_agent_2_patients_inanimate_patient,"1 agent, 2 patients, inanimate patient",1,2,inanimate,4459.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К20,saw-2-2-r.png,inverse,inverse_2_agents_2_patients_inanimate_patient,"2 agents, 2 patients, inanimate patient",2,2,inanimate,2622.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К20,pick-2-2-r.png,inverse,inverse_2_agents_2_patients_inanimate_patient,"2 agents, 2 patients, inanimate patient",2,2,inanimate,1990.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К20,carry-2-1-l.png,inverse,inverse_2_agents_1_patient_inanimate_patient,"2 agents, 1 patient, inanimate patient",2,1,inanimate,4134.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К20,throw-1-2-l.png,direct,direct_1_agent_2_patients_inanimate_patient,"1 agent, 2 patients, inanimate patient",1,2,inanimate,2081.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К20,give_water-2-2-r.png,inverse,inverse_2_agents_2_patients_animate_patient,"2 agents, 2 patients, animate patient",2,2,animate,3530.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К20,plant-2-2-r.png,inverse,inverse_2_agents_2_patients_inanimate_patient,"2 agents, 2 patients, inanimate patient",2,2,inanimate,3686.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К22,break-2-2-r.png,inverse,inverse_2_agents_2_patients_inanimate_patient,"2 agents, 2 patients, inanimate patient",2,2,inanimate,2019.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К22,feed-1-2-l.png,direct,direct_1_agent_2_patients_animate_patient,"1 agent, 2 patients, animate patient",1,2,animate,4258.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,carry-1-2-l.png,direct,direct_1_agent_2_patients_inanimate_patient,"1 agent, 2 patients, inanimate patient",1,2,inanimate,2333.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,teach-1-1-r.png,direct,direct_1_agent_1_patient_animate_patient,"1 agent, 1 patient, animate patient",1,1,animate,4294.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К22,paint-1-2-l.png,direct,direct_1_agent_2_patients_inanimate_patient,"1 agent, 2 patients, inanimate patient",1,2,inanimate,1991.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,clean-2-2-r.png,inverse,inverse_2_agents_2_patients_inanimate_patient,"2 agents, 2 patients, inanimate patient",2,2,inanimate,1808.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К22,push-1-2-l.png,direct,direct_1_agent_2_patients_animate_patient,"1 agent, 2 patients, animate patient",1,2,animate,2456.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К22,break-1-2-l.png,direct,direct_1_agent_2_patients_inanimate_patient,"1 agent, 2 patients, inanimate patient",1,2,inanimate,3596.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,pick-2-1-l.png,inverse,inverse_2_agents_1_patient_inanimate_patient,"2 agents, 1 patient, inanimate patient",2,1,inanimate,3468.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К22,carry-2-2-r.png,inverse,inverse_2_agents_2_patients_inanimate_patient,"2 agents, 2 patients, inanimate patient",2,2,inanimate,1832.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К22,feed-2-2-r.png,inverse,inverse_2_agents_2_patients_animate_patient,"2 agents, 2 patients, animate patient",2,2,animate,2401.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К22,water-1-1-r.png,direct,direct_1_agent_1_patient_inanimate_patient,"1 agent, 1 patient, inanimate patient",1,1,inanimate,2932.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,wake-1-2-l.png,direct,direct_1_agent_2_patients_animate_patient,"1 agent, 2 patients, animate patient",1,2,animate,3230.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,dress-2-2-r.png,inverse,inverse_2_agents_2_patients_animate_patient,"2 agents, 2 patients, animate patient",2,2,animate,2734.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К22,cut_hair-1-2-l.png,direct,direct_1_agent_2_patients_animate_patient,"1 agent, 2 patients, animate patient",1,2,animate,1592.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,treat-2-2-r.png,inverse,inverse_2_agents_2_patients_animate_patient,"2 agents, 2 patients, animate patient",2,2,animate,2337.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К22,paint-2-2-r.png,inverse,inverse_2_agents_2_patients_inanimate_patient,"2 agents, 2 patients, inanimate patient",2,2,inanimate,3094.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К22,pull-1-2-l.png,direct,direct_1_agent_2_patients_inanimate_patient,"1 agent, 2 patients, inanimate patient",1,2,inanimate,2213.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,pick-1-2-l.png,direct,direct_1_agent_2_patients_inanimate_patient,"1 agent, 2 patients, inanimate patient",1,2,inanimate,3140.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К22,pull-2-2-r.png,inverse,inverse_2_agents_2_patients_inanimate_patient,"2 agents, 2 patients, inanimate patient",2,2,inanimate,1768.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К25,break-1-2-l.png,direct,direct_1_agent_2_patients_inanimate_patient,"1 agent, 2 patients, inanimate patient",1,2,inanimate,1800.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,open-1-2-l.png,direct,direct_1_agent_2_patients_inanimate_patient,"1 agent, 2 patients, inanimate patient",1,2,inanimate,1650.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,pick-2-2-r.png,inverse,inverse_2_agents_2_patients_inanimate_patient,"2 agents, 2 patients, inanimate patient",2,2,inanimate,1423.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,makelaugh-1-2-l.png,direct,direct_1_agent_2_patients_animate_patient,"1 agent, 2 patients, animate patient",1,2,animate,1965.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,carry-2-1-l.png,inverse,inverse_2_agents_1_patient_inanimate_patient,"2 agents, 1 patient, inanimate patient",2,1,inanimate,1751.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,wash-1-2-l.png,direct,direct_1_agent_2_patients_animate_patient,"1 agent, 2 patients, animate patient",1,2,animate,1721.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,water-1-2-l.png,direct,direct_1_agent_2_patients_inanimate_patient,"1 agent, 2 patients, inanimate patient",1,2,inanimate,1572.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,plant-2-2-r.png,inverse,inverse_2_agents_2_patients_inanimate_patient,"2 agents, 2 patients, inanimate patient",2,2,inanimate,1422.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,water-2-2-r.png,inverse,inverse_2_agents_2_patients_inanimate_patient,"2 agents, 2 patients, inanimate patient",2,2,inanimate,1333.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К25,plant-1-2-l.png,direct,direct_1_agent_2_patients_inanimate_patient,"1 agent, 2 patients, inanimate patient",1,2,inanimate,1346.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,teach-1-2-l.png,direct,direct_1_agent_2_patients_animate_patient,"1 agent, 2 patients, animate patient",1,2,animate,1835.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К25,burn-1-2-l.png,direct,direct_1_agent_2_patients_inanimate_patient,"1 agent, 2 patients, inanimate patient",1,2,inanimate,1578.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К25,cover-1-2-l.png,direct,direct_1_agent_2_patients_inanimate_patient,"1 agent, 2 patients, inanimate patient",1,2,inanimate,1307.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К24,water-2-1-l.png,inverse,inverse_2_agents_1_patient_inanimate_patient,"2 agents, 1 patient, inanimate patient",2,1,inanimate,4602.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К24,water-1-1-r.png,direct,direct_1_agent_1_patient_inanimate_patient,"1 agent, 1 patient, inanimate patient",1,1,inanimate,3841.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К24,wake-1-2-l.png,direct,direct_1_agent_2_patients_animate_patient,"1 agent, 2 patients, animate patient",1,2,animate,3142.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К24,scold-1-1-r.png,direct,direct_1_agent_1_patient_animate_patient,"1 agent, 1 patient, animate patient",1,1,animate,5455.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К24,tie-2-2-r.png,inverse,inverse_2_agents_2_patients_animate_patient,"2 agents, 2 patients, animate patient",2,2,animate,3675.000000,yes,participant_image,1,0,1,yes,vn_acc,yes
К07,give_water-2-2-r.png,inverse,inverse_2_agents_2_patients_animate_patient,"2 agents, 2 patients, animate patient",2,2,animate,3572.000000,yes,participant_image,1,0,NA,yes,vn_acc,yes
К07,shoot-2-2-r.png,inverse,inverse_2_agents_2_patients_animate_patient,"2 agents, 2 patients, animate patient",2,2,animate,2910.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К16,break-2-2-r.png,inverse,inverse_2_agents_2_patients_inanimate_patient,"2 agents, 2 patients, inanimate patient",2,2,inanimate,4712.000000,yes,participant_image,1,0,0,yes,vn_acc+pn_acc,yes
К16,open-1-2-l.png,direct,direct_1_agent_2_patients_inanimate_patient,"1 agent, 2 patients, inanimate patient",1,2,inanimate,1817.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К16,pick-2-2-r.png,inverse,inverse_2_agents_2_patients_inanimate_patient,"2 agents, 2 patients, inanimate patient",2,2,inanimate,1616.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К16,feed-1-1-r.png,direct,direct_1_agent_1_patient_animate_patient,"1 agent, 1 patient, animate patient",1,1,animate,1593.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К16,cut_hair-2-1-l.png,inverse,inverse_2_agents_1_patient_animate_patient,"2 agents, 1 patient, animate patient",2,1,animate,3928.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
К16,cover-1-2-l.png,direct,direct_1_agent_2_patients_inanimate_patient,"1 agent, 2 patients, inanimate patient",1,2,inanimate,2370.000000,yes,participant_image,1,1,0,yes,pn_acc,yes
